id,Amount Due,Closed,Currency,Customer,Date (UTC),Due Date (UTC),Ending Balance,Forgiven,Paid,Paid At (UTC),Marked Uncollectible At (UTC),Voided At (UTC),Finalized At (UTC),Minimum Line Item Period Start (UTC),Maximum Line Item Period End (UTC),Period Start (UTC),Period End (UTC),Starting Balance,Subscription,Subtotal,Total Discount Amount,Applied Coupons,Tax,Tax Percent,Total,Amount Paid,Status,Exclusive Tax Amount,Inclusive Tax Amount
in_1Qp6meAFeGZf0UoOWhjX3tqt,"0,00",TRUE,usd,cus_OXaXYbsd8j57q7,2025-02-05 11:28,,"-77,18",FALSE,TRUE,2025-02-05 12:29,,,2025-02-05 12:29,2025-02-05 11:27,2025-03-05 11:27,2025-01-05 11:27,2025-02-05 11:27,"-77,18",sub_1NxpibAFeGZf0UoOTyr2IvjY,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qp6YOAFeGZf0UoOJZxHGZFL,"0,00",TRUE,eur,cus_Kp49kaafe027Hm,2025-02-05 11:14,,"-1,92",FALSE,TRUE,2025-02-05 12:14,,,2025-02-05 12:14,2025-02-05 11:13,2025-03-05 11:13,2025-01-05 11:13,2025-02-05 11:13,"-1,92",sub_1KEXQqAFeGZf0UoO0etIScFk,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qp6W9AFeGZf0UoOPPDDIJ2v,"0,00",TRUE,eur,cus_PeneAh3vhFEI9I,2025-02-05 11:11,,"-2,47",FALSE,TRUE,2025-02-05 12:12,,,2025-02-05 12:12,2025-02-05 11:11,2025-03-05 11:11,2025-01-05 11:11,2025-02-05 11:11,"-2,47",sub_1OqvuCAFeGZf0UoOvyPZHuRe,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qp6SvAFeGZf0UoOHPFuqwv4,"39,00",TRUE,eur,cus_RL25o6JlloXAtc,2025-02-05 11:08,,"0,00",FALSE,TRUE,2025-02-05 12:08,,,2025-02-05 12:08,2025-02-05 11:07,2025-03-05 11:07,2025-01-05 11:07,2025-02-05 11:07,"0,00",sub_1QSctxAFeGZf0UoOLacwzJZk,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qp6MCAFeGZf0UoO7tyQ1ZwA,"0,00",TRUE,eur,cus_Nw8MGOaWvCJOZY,2025-02-05 11:01,,"-29,66",FALSE,TRUE,2025-02-05 12:02,,,2025-02-05 12:02,2025-02-05 11:01,2025-03-05 11:01,2025-01-05 11:01,2025-02-05 11:01,"-29,66",sub_1NFb9zAFeGZf0UoOqrxMDw2m,"0,00","0,00",,,23,"0,00","0,00",paid,,
in_1Qp6JrAFeGZf0UoOu3UFNYhH,"158,00",TRUE,usd,cus_JoeoXIj7SOWheO,2025-02-05 10:58,2025-02-05 22:59,"0,00",FALSE,TRUE,2025-02-05 14:51,,,2025-02-05 11:59,2025-02-05 10:58,2025-03-05 10:58,2025-02-05 10:58,2025-02-05 10:58,"0,00",sub_1Qp6JrAFeGZf0UoO5qm29Ifq,"158,00","0,00",,,,"158,00","158,00",paid,,
in_1Qp6GuAFeGZf0UoOrldeyPT8,"46,80",TRUE,eur,cus_Rg7GCl0RR3gUFF,2025-02-05 10:55,,"0,00",FALSE,TRUE,2025-02-05 10:55,,,2025-02-05 10:55,2025-02-05 10:55,2025-03-05 10:55,2025-02-05 10:55,2025-02-05 10:55,"0,00",sub_1Qp6GuAFeGZf0UoOtDCcoYcR,"39,00","0,00",,"7,80",20,"46,80","46,80",paid,"7,80","0,00"
in_1Qp6FuAFeGZf0UoOOhVBnMM8,"78,00",TRUE,eur,cus_RGOWrHo6po6kDN,2025-02-05 10:54,,"0,00",FALSE,TRUE,2025-02-05 11:55,,,2025-02-05 11:55,2025-02-05 10:54,2025-03-05 10:54,2025-01-05 10:54,2025-02-05 10:54,"0,00",sub_1QSchJAFeGZf0UoOtkNFwRwj,"78,00","0,00",,,21,"78,00","78,00",paid,,
in_1Qp60KAFeGZf0UoOKkXKdrdw,"97,17",TRUE,eur,cus_QuK7eV7NxrNobs,2025-02-05 10:38,,"0,00",FALSE,TRUE,2025-02-05 11:39,,,2025-02-05 11:39,2025-02-05 10:37,2025-03-05 10:37,2025-01-05 10:37,2025-02-05 10:37,"0,00",sub_1QScRSAFeGZf0UoOcDLtlBKE,"79,00","0,00",,"18,17",23,"97,17","97,17",paid,"18,17","0,00"
in_1Qp5yfAFeGZf0UoOxeKELRsB,"0,00",TRUE,eur,cus_IavRdTz0lnSQOi,2025-02-05 10:37,,"-58,10",FALSE,TRUE,2025-02-05 11:37,,,2025-02-05 11:37,2025-02-05 10:36,2025-03-05 10:36,2025-01-05 10:36,2025-02-05 10:36,"-58,10",sub_Ihc8dYvujNvFee,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qp5swAFeGZf0UoOUDbNjDe5,"790,00",TRUE,eur,cus_O6wWlhwwistn3W,2025-02-05 10:31,,"0,00",FALSE,TRUE,2025-02-05 11:31,,,2025-02-05 11:31,2025-02-05 10:30,2025-03-05 10:30,2025-01-05 10:30,2025-02-05 10:30,"0,00",sub_1NmwWzAFeGZf0UoOymJTdTm9,"790,00","0,00",,,,"790,00","790,00",paid,,
in_1Qp5r1AFeGZf0UoOUhhSDDri,"0,00",TRUE,eur,cus_MKo93WUR5GAIei,2025-02-05 10:29,,"-67,13",FALSE,TRUE,2025-02-05 11:29,,,2025-02-05 11:29,2025-02-05 10:28,2025-03-05 10:28,2025-01-05 10:28,2025-02-05 10:28,"-67,13",sub_1MBbuaAFeGZf0UoOtJlKzt1K,"0,00","0,00",,,25,"0,00","0,00",paid,,
in_1Qp5lKAFeGZf0UoOkp3z8BDk,"39,00",TRUE,eur,cus_MIBCj9Ax50QKOr,2025-02-05 10:23,,"0,00",FALSE,TRUE,2025-02-05 11:24,,,2025-02-05 11:24,2025-02-05 10:22,2025-03-05 10:22,2025-01-05 10:22,2025-02-05 10:22,"0,00",sub_1PkO3rAFeGZf0UoOBvrh4YKN,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qp5lCAFeGZf0UoOzqTLO9Iu,"39,00",TRUE,eur,cus_RiC0gk8ZaH6yFI,2025-02-05 10:23,,"0,00",FALSE,TRUE,2025-02-05 10:23,,,2025-02-05 10:23,2025-02-05 10:23,2025-03-05 10:23,2025-02-05 10:23,2025-02-05 10:23,"0,00",sub_1Qp5lCAFeGZf0UoOvr4DvKWl,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qp5kpAFeGZf0UoO8cf64xlh,"0,00",TRUE,eur,cus_KTPD7J5Ffe7iLp,2025-02-05 10:22,,"-124,75",FALSE,TRUE,2025-02-05 11:23,,,2025-02-05 11:23,2025-02-05 10:22,2025-03-05 10:22,2025-01-05 10:22,2025-02-05 10:22,"-124,75",sub_1NQSqTAFeGZf0UoObsD4G4D0,"0,00","0,00",,"0,00",20,"0,00","0,00",paid,"0,00","0,00"
in_1Qp5ZHAFeGZf0UoOjsfJMtdf,"39,00",TRUE,eur,cus_R0gwMsSh9uEuMy,2025-02-05 10:10,,"0,00",FALSE,TRUE,2025-02-05 11:11,,,2025-02-05 11:11,2025-02-05 10:10,2025-03-05 10:10,2025-01-05 10:10,2025-02-05 10:10,"0,00",sub_1QHjiIAFeGZf0UoOENxPauHJ,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qp5WZAFeGZf0UoO1Ng5V0s7,"39,00",TRUE,eur,cus_MbhWENtBjYVYg8,2025-02-05 10:08,,"0,00",FALSE,TRUE,2025-02-05 11:09,,,2025-02-05 11:09,2025-02-05 10:07,2025-03-05 10:07,2025-01-05 10:07,2025-02-05 10:07,"0,00",sub_1MtTFLAFeGZf0UoOJTQ8qWOC,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qp5NiAFeGZf0UoOASfx8D5L,"175,50",TRUE,eur,cus_QEOnmWSG6oNwJB,2025-02-05 9:58,,"0,00",FALSE,TRUE,2025-02-05 10:59,,,2025-02-05 10:59,2025-02-05 9:58,2025-03-05 9:58,2025-01-05 9:58,2025-02-05 9:58,"0,00",sub_1PZ8u3AFeGZf0UoOX8vSvExN,"195,00","19,50",SURFESPRING10J,,,"175,50","175,50",paid,,
in_1Qp5DRAFeGZf0UoOODMlZGI6,"79,00",TRUE,eur,cus_RiW6flXJW0XWZM,2025-02-05 9:48,,"0,00",FALSE,TRUE,2025-02-05 9:48,,,2025-02-05 9:48,2025-02-05 9:48,2025-03-05 9:48,2025-02-05 9:48,2025-02-05 9:48,"0,00",sub_1Qp5DRAFeGZf0UoOUhnpaZts,"79,00","0,00",,,,"79,00","79,00",paid,,
in_1Qp57GAFeGZf0UoOvmI1q2wX,"39,00",TRUE,eur,cus_NuCT1qricZ3dpS,2025-02-05 9:41,,"0,00",FALSE,TRUE,2025-02-05 10:42,,,2025-02-05 10:42,2025-02-05 9:41,2025-03-05 9:41,2025-01-05 9:41,2025-02-05 9:41,"0,00",sub_1NFZugAFeGZf0UoOeyyvaxLx,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qp508AFeGZf0UoO4VUx9iC9,"0,00",TRUE,eur,cus_KTjeFN1QqBYBWS,2025-02-05 9:34,,"-16,46",FALSE,TRUE,2025-02-05 10:35,,,2025-02-05 10:35,2025-02-05 9:33,2025-03-05 9:33,2025-01-05 9:33,2025-02-05 9:33,"-16,46",sub_1JsOnzAFeGZf0UoOKJzv8N7R,"0,00","0,00",,,21,"0,00","0,00",paid,,
in_1Qp4xVAFeGZf0UoOwMtSEfqL,"39,00",TRUE,eur,cus_RKthzTWMDjJGUx,2025-02-05 9:31,,"0,00",FALSE,TRUE,2025-02-05 10:32,,,2025-02-05 10:32,2025-02-05 9:30,2025-03-05 9:30,2025-01-05 9:30,2025-02-05 9:30,"0,00",sub_1QSbObAFeGZf0UoOdVCqHsCG,"39,00","0,00",,,21,"39,00","39,00",paid,,
in_1Qp4ufAFeGZf0UoOHGqdsiAt,"348,00",TRUE,eur,cus_RaGhGRHopkRKGj,2025-02-05 9:28,,"0,00",FALSE,TRUE,2025-02-05 9:28,,,2025-02-05 9:28,2025-02-05 9:28,2026-02-05 9:28,2025-02-05 9:28,2025-02-05 9:28,"0,00",sub_1Qp4ufAFeGZf0UoOwptWeAiT,"348,00","0,00",,,,"348,00","348,00",paid,,
in_1Qp4oWAFeGZf0UoOuygud3cJ,"414,12",TRUE,eur,cus_RiE1acRiJjpMM9,2025-02-05 9:22,,"0,00",FALSE,TRUE,2025-02-10 2:07,,,2025-02-05 9:22,2025-02-05 9:22,2026-02-05 9:22,2025-02-05 9:22,2025-02-05 9:22,"0,00",sub_1Qp4oWAFeGZf0UoOHSTAgW8j,"348,00","0,00",,"66,12",19,"414,12","414,12",paid,"66,12","0,00"
in_1Qp4noAFeGZf0UoOE0QXQrba,"79,00",TRUE,eur,cus_QW5xExATOkDNPS,2025-02-05 9:21,,"0,00",FALSE,TRUE,2025-02-08 22:22,,,2025-02-05 10:22,2025-02-05 9:21,2025-03-05 9:21,2025-01-05 9:21,2025-02-05 9:21,"0,00",sub_1PkN6ZAFeGZf0UoO289QB3BV,"79,00","0,00",,,,"79,00","79,00",paid,,
in_1Qp4kOAFeGZf0UoOswUdnMrj,"0,00",TRUE,eur,cus_PfvT9aCfdYZH6t,2025-02-05 9:18,,"-1,25",FALSE,TRUE,2025-02-05 10:19,,,2025-02-05 10:19,2025-02-05 9:17,2025-03-05 9:17,2025-01-05 9:17,2025-02-05 9:17,"-1,25",sub_1Oqu89AFeGZf0UoOgp2aeFYR,"0,00","0,00",,,19,"0,00","0,00",paid,,
in_1Qp4eqAFeGZf0UoOLaAoorHD,"0,00",TRUE,eur,cus_MVKQrBZ8vv7v2p,2025-02-05 9:12,,"-35,35",FALSE,TRUE,2025-02-05 10:13,,,2025-02-05 10:13,2025-02-05 9:12,2025-03-05 9:12,2025-01-05 9:12,2025-02-05 9:12,"-35,35",sub_1LpTe9AFeGZf0UoO0Mx7DQQx,"0,00","0,00",,"0,00",20,"0,00","0,00",paid,"0,00","0,00"
in_1Qp4UJAFeGZf0UoOxmY6ehu5,"78,00",TRUE,eur,cus_O7bxfsdWxvmVL3,2025-02-05 9:01,,"0,00",FALSE,TRUE,2025-02-05 10:02,,,2025-02-05 10:02,2025-02-05 9:01,2025-03-05 9:01,2025-01-05 9:01,2025-02-05 9:01,"0,00",sub_1NQRaBAFeGZf0UoOBAjOarxT,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1Qp4QFAFeGZf0UoOqhSERtrJ,"0,00",TRUE,eur,cus_NUkhtIh00CV09W,2025-02-05 8:57,,"-31,47",FALSE,TRUE,2025-02-05 9:57,,,2025-02-05 9:57,2025-02-05 8:56,2025-03-05 8:56,2025-01-05 8:56,2025-02-05 8:56,"-31,47",sub_1MtS9FAFeGZf0UoOGFveWEb5,"0,00","0,00",,,19,"0,00","0,00",paid,,
in_1Qp4J2AFeGZf0UoOyfVQsN5z,"39,00",TRUE,eur,cus_NAxwQazVkqJIl7,2025-02-05 8:50,,"0,00",FALSE,TRUE,2025-02-05 8:50,,,2025-02-05 8:50,2025-02-05 8:50,2025-03-05 8:50,2025-02-05 8:50,2025-02-05 8:50,"0,00",sub_1Qp4J2AFeGZf0UoOnAFR2g3z,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qp4IzAFeGZf0UoO29dTMrGr,"46,80",TRUE,eur,cus_Oqg72LSi6lXVyG,2025-02-05 8:49,,"0,00",FALSE,TRUE,2025-02-05 8:50,,,2025-02-05 8:49,2025-02-05 8:49,2025-03-05 8:49,2025-02-05 8:49,2025-02-05 8:49,"0,00",sub_1Qp4IzAFeGZf0UoOKNwFK4JD,"39,00","0,00",,"7,80",20,"46,80","46,80",paid,"7,80","0,00"
in_1Qp4DiAFeGZf0UoOVQNJ3V8B,"417,60",TRUE,eur,cus_PPm1HUviHPHP0r,2025-02-05 8:44,,"0,00",FALSE,TRUE,2025-02-05 9:45,,,2025-02-05 9:45,2025-02-05 8:43,2026-02-05 8:43,2024-02-05 8:43,2025-02-05 8:43,"0,00",sub_1OgNmRAFeGZf0UoOAkOOHfyl,"348,00","0,00",,"69,60",20,"417,60","417,60",paid,"69,60","0,00"
in_1Qp46uAFeGZf0UoOUgfjBDnT,"70,00",TRUE,eur,cus_KBhtxNfsGKexNW,2025-02-05 8:37,,"0,00",FALSE,TRUE,2025-02-05 9:38,,,2025-02-05 9:38,2025-02-05 8:37,2025-03-05 8:37,2025-01-05 8:37,2025-02-05 8:37,"0,00",sub_1Jh98zAFeGZf0UoOxtcIEJhW,"70,00","0,00",,,,"70,00","70,00",paid,,
in_1Qp3y4AFeGZf0UoOPDCju26P,"39,00",TRUE,eur,cus_NuBTBYV6FoNYTg,2025-02-05 8:28,,"0,00",FALSE,TRUE,2025-02-05 9:29,,,2025-02-05 9:29,2025-02-05 8:27,2025-03-05 8:27,2025-01-05 8:27,2025-02-05 8:27,"0,00",sub_1NFYl4AFeGZf0UoO8rOFV1bC,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qp3LlAFeGZf0UoOak6Cw22p,"1027,00",TRUE,eur,cus_NFRZjkAKRbsFGk,2025-02-05 7:48,,"0,00",FALSE,TRUE,2025-02-05 8:49,,,2025-02-05 8:49,2025-02-05 7:48,2025-03-05 7:48,2025-01-05 7:48,2025-02-05 7:48,"0,00",sub_1NxmIWAFeGZf0UoOC1ly7Poj,"1027,00","0,00",,,,"1027,00","1027,00",paid,,
in_1Qp3KWAFeGZf0UoOLWuiY25u,"0,00",TRUE,usd,cus_NBpMIBWDbiDeLK,2025-02-05 7:47,,"-22,63",FALSE,TRUE,2025-02-05 8:48,,,2025-02-05 8:48,2025-02-05 7:47,2025-03-05 7:47,2025-01-05 7:47,2025-02-05 7:47,"-22,63",sub_1NFY8JAFeGZf0UoOqdtrCyKN,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qp3GGAFeGZf0UoOipHeGwBz,"46,41",TRUE,eur,cus_Qya8NU3hSHOSPy,2025-02-05 7:43,,"0,00",FALSE,TRUE,2025-02-05 8:43,,,2025-02-05 8:43,2025-02-05 7:42,2025-03-05 7:42,2025-01-05 7:42,2025-02-05 7:42,"0,00",sub_1QSZi7AFeGZf0UoOFZ9wOHN3,"39,00","0,00",,"7,41",19,"46,41","46,41",paid,"7,41","0,00"
in_1Qp3EiAFeGZf0UoODww9RGjV,"39,00",TRUE,eur,cus_RY4JQ3H2gPNGE3,2025-02-05 7:41,,"0,00",FALSE,TRUE,2025-02-05 7:41,,,2025-02-05 7:41,2025-02-05 7:41,2025-03-05 7:41,2025-02-05 7:41,2025-02-05 7:41,"0,00",sub_1Qp3EiAFeGZf0UoOhF2MPmif,"39,00","0,00",,,19,"39,00","39,00",paid,,
in_1Qp2YEAFeGZf0UoOh7Ri808l,"39,00",TRUE,usd,cus_Q9Rh57oW1SBzwY,2025-02-05 6:57,,"0,00",FALSE,TRUE,2025-02-05 7:58,,,2025-02-05 7:58,2025-02-05 6:57,2025-03-05 6:57,2025-01-05 6:57,2025-02-05 6:57,"0,00",sub_1PODmOAFeGZf0UoOIRipmD5a,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qp25QAFeGZf0UoOuA2pmUCH,"39,00",TRUE,eur,cus_QGYdcMqV62IYhd,2025-02-05 6:27,,"0,00",FALSE,TRUE,2025-02-05 7:28,,,2025-02-05 7:28,2025-02-05 6:27,2025-03-05 6:27,2025-01-05 6:27,2025-02-05 6:27,"0,00",sub_1PkKOBAFeGZf0UoO1VXfIwyK,"39,00","0,00",,,27,"39,00","39,00",paid,,
in_1Qp214AFeGZf0UoOyKxn7JSR,"0,00",TRUE,eur,cus_Jb1t83vwMxQSSQ,2025-02-05 6:23,,"-9,20",FALSE,TRUE,2025-02-05 7:24,,,2025-02-05 7:24,2025-02-05 6:23,2025-03-05 6:23,2025-01-05 6:23,2025-02-05 6:23,"-9,20",sub_1Kvy52AFeGZf0UoOOLPGNYgP,"0,00","0,00",,"0,00",19,"0,00","0,00",paid,"0,00","0,00"
in_1Qp1kdAFeGZf0UoORtTEV73E,"39,00",TRUE,usd,cus_PTpvVs0d9EIClu,2025-02-05 6:06,,"0,00",FALSE,TRUE,2025-02-05 7:07,,,2025-02-05 7:07,2025-02-05 6:06,2025-03-05 6:06,2025-01-05 6:06,2025-02-05 6:06,"0,00",sub_1Oqr8cAFeGZf0UoOzevB3MYJ,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qp1XGAFeGZf0UoOXs2I4d7V,"39,00",TRUE,usd,cus_RMsV0tGJl3PWzQ,2025-02-05 5:52,,"0,00",FALSE,TRUE,2025-02-05 6:53,,,2025-02-05 6:53,2025-02-05 5:52,2025-03-05 5:52,2025-01-05 5:52,2025-02-05 5:52,"0,00",sub_1Qdml9AFeGZf0UoOGsRgix7U,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qp0wzAFeGZf0UoOX4dETspL,"39,00",TRUE,eur,cus_Q8fp78mxiXALrv,2025-02-05 5:15,,"0,00",FALSE,TRUE,2025-02-05 6:16,,,2025-02-05 6:16,2025-02-05 5:14,2025-03-05 5:14,2025-01-05 5:14,2025-02-05 5:14,"0,00",sub_1POCApAFeGZf0UoOoq4D1bHT,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QozUKAFeGZf0UoOVZ0CVsec,"39,00",TRUE,usd,cus_R9xBA3wc3dAhNg,2025-02-05 3:41,,"0,00",FALSE,TRUE,2025-02-05 4:42,,,2025-02-05 4:42,2025-02-05 3:40,2025-03-05 3:40,2025-01-05 3:40,2025-02-05 3:40,"0,00",sub_1QHdd8AFeGZf0UoOAjf01I6J,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QovcxAFeGZf0UoObz8alBqN,"79,00",TRUE,usd,cus_Q9KvfiBQd7PirG,2025-02-04 23:33,,"0,00",FALSE,TRUE,2025-02-04 23:33,,,2025-02-04 23:33,2025-02-04 23:33,2025-03-04 23:33,2025-02-04 23:33,2025-02-04 23:33,"0,00",sub_1QovcxAFeGZf0UoOJPQtknEY,"79,00","0,00",,,,"79,00","79,00",paid,,
in_1QovarAFeGZf0UoO8PYic5MI,"39,00",TRUE,usd,cus_PwmYWouo72LQQk,2025-02-04 23:31,,"0,00",FALSE,TRUE,2025-02-05 0:32,,,2025-02-05 0:32,2025-02-04 23:30,2025-03-04 23:30,2025-01-04 23:30,2025-02-04 23:30,"0,00",sub_1PCs2XAFeGZf0UoOaeB5TOvH,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QovL6AFeGZf0UoOahKkKDPR,"78,00",TRUE,usd,cus_QTdBp0FLfstC7r,2025-02-04 23:15,,"0,00",FALSE,TRUE,2025-02-05 0:17,,,2025-02-05 0:17,2025-02-04 23:14,2025-03-04 23:14,2025-01-04 23:14,2025-02-04 23:14,"0,00",sub_1QSRmPAFeGZf0UoOqhNxbPVQ,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1QovDjAFeGZf0UoOPJZyRObb,"0,00",TRUE,usd,cus_MllAFr6xJp5oeu,2025-02-04 23:07,,"-38,19",FALSE,TRUE,2025-02-05 0:11,,,2025-02-05 0:11,2025-02-04 23:07,2025-03-04 23:07,2025-01-04 23:07,2025-02-04 23:07,"-38,19",sub_1N4BFXAFeGZf0UoO9edBVTmw,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qov7mAFeGZf0UoOLTrm18d3,"78,00",TRUE,usd,cus_L5eZ1SM4B5Vqbq,2025-02-04 23:01,,"0,00",FALSE,TRUE,2025-02-05 0:02,,,2025-02-05 0:02,2025-02-04 23:00,2025-03-04 23:00,2025-01-04 23:00,2025-02-04 23:00,"0,00",sub_1OrK6KAFeGZf0UoO7FYtd9hj,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1Qov7iAFeGZf0UoOv1pFlrWQ,"386,10",TRUE,eur,cus_PTfZfT5Lz5lCFv,2025-02-04 23:01,,"0,00",FALSE,TRUE,2025-02-05 0:03,,,2025-02-05 0:03,2025-02-04 23:00,2025-03-04 23:00,2025-01-04 23:00,2025-02-04 23:00,"0,00",sub_1OfRioAFeGZf0UoOWGrFR4y1,"429,00","42,90",JVxzP7gy,,,"386,10","386,10",paid,,
in_1QoufpAFeGZf0UoOMfVaSnVx,"39,00",TRUE,usd,cus_LXc38ZET4fNOKI,2025-02-04 22:32,,"0,00",FALSE,TRUE,2025-02-04 23:33,,,2025-02-04 23:33,2025-02-04 22:32,2025-03-04 22:32,2025-01-04 22:32,2025-02-04 22:32,"0,00",sub_1KvqkIAFeGZf0UoOUYpFGkHL,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QouX9AFeGZf0UoOrdmqVHm5,"79,00",TRUE,usd,cus_RJCnFqzzhvnzIa,2025-02-04 22:23,,"0,00",FALSE,TRUE,2025-02-04 22:23,,,2025-02-04 22:23,2025-02-04 22:23,2025-03-04 22:23,2025-02-04 22:23,2025-02-04 22:23,"0,00",sub_1QouX9AFeGZf0UoOZlWf4u5s,"79,00","0,00",,,,"79,00","79,00",paid,,
in_1QouPxAFeGZf0UoO1gRCOLlY,"117,00",TRUE,usd,cus_Rg0zy6fVcaqxTu,2025-02-04 22:16,,"0,00",FALSE,TRUE,2025-02-04 22:16,,,2025-02-04 22:16,2025-02-04 22:16,2025-03-04 22:16,2025-02-04 22:16,2025-02-04 22:16,"0,00",sub_1QouPxAFeGZf0UoORcZtOqlm,"117,00","0,00",,,,"117,00","117,00",paid,,
in_1QouOuAFeGZf0UoO1JmaGZzU,"39,00",TRUE,usd,cus_OwNUBvIE6R0fyf,2025-02-04 22:15,,"0,00",FALSE,TRUE,2025-02-04 23:16,,,2025-02-04 23:16,2025-02-04 22:14,2025-03-04 22:14,2025-01-04 22:14,2025-02-04 22:14,"0,00",sub_1OJkPCAFeGZf0UoONfZuVO2P,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qou6uAFeGZf0UoOyNoUDayd,"78,00",TRUE,usd,cus_QObrwKqo5E7exE,2025-02-04 21:56,,"0,00",FALSE,TRUE,2025-02-04 22:57,,,2025-02-04 22:57,2025-02-04 21:56,2025-03-04 21:56,2025-01-04 21:56,2025-02-04 21:56,"0,00",sub_1PoFGVAFeGZf0UoO67aIAiom,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1Qoth1AFeGZf0UoOWn4fKkFY,"156,00",TRUE,usd,cus_LX1ML737GZU1zg,2025-02-04 21:30,,"0,00",FALSE,TRUE,2025-02-04 22:31,,,2025-02-04 22:31,2025-02-04 21:29,2025-03-04 21:29,2025-01-04 21:29,2025-02-04 21:29,"0,00",sub_1KvplVAFeGZf0UoOfeldqVg8,"156,00","0,00",,,,"156,00","156,00",paid,,
in_1QotKNAFeGZf0UoOqnb6koR1,"39,00",TRUE,usd,cus_RiHny2meJnAiYA,2025-02-04 21:06,,"0,00",FALSE,TRUE,2025-02-04 21:06,,,2025-02-04 21:06,2025-02-04 21:06,2025-03-04 21:06,2025-02-04 21:06,2025-02-04 21:06,"0,00",sub_1QotKNAFeGZf0UoOclyROCyy,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QotIYAFeGZf0UoOgyJ1GKPA,"1252,80",TRUE,eur,cus_RdLidxZFaAIA3q,2025-02-04 21:04,,"0,00",FALSE,TRUE,2025-02-07 1:07,,,2025-02-04 21:04,2025-02-04 21:04,2026-02-04 21:04,2025-02-04 21:04,2025-02-04 21:04,"0,00",sub_1QotIXAFeGZf0UoO3GxBIqS8,"1044,00","0,00",,"208,80",20,"1252,80","1252,80",paid,"208,80","0,00"
in_1Qot6YAFeGZf0UoO51TRup8b,"0,00",TRUE,usd,cus_MwklnaBJksQkNo,2025-02-04 20:52,,"-110,21",FALSE,TRUE,2025-02-04 21:53,,,2025-02-04 21:53,2025-02-04 20:51,2025-03-04 20:51,2025-01-04 20:51,2025-02-04 20:51,"-110,21",sub_1MMdvyAFeGZf0UoOQAxd4tws,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qosn3AFeGZf0UoOVH4VanrD,"0,00",TRUE,eur,cus_Kmb2snsTH48yIo,2025-02-04 20:32,,"-21,08",FALSE,TRUE,2025-02-04 21:33,,,2025-02-04 21:33,2025-02-04 20:31,2025-03-04 20:31,2025-01-04 20:31,2025-02-04 20:31,"-21,08",sub_1KEJfYAFeGZf0UoONLiGJQCM,"0,00","0,00",,"0,00",20,"0,00","0,00",paid,"0,00","0,00"
in_1QosSAAFeGZf0UoOmsZawkGj,"39,00",TRUE,eur,cus_QGz7aUwHZaaPDb,2025-02-04 20:10,,"0,00",FALSE,TRUE,2025-02-07 1:09,,,2025-02-04 20:10,2025-02-04 20:10,2025-03-04 20:10,2025-02-04 20:10,2025-02-04 20:10,"0,00",sub_1QosSAAFeGZf0UoOtl1Ay78T,"39,00","0,00",,,21,"39,00","39,00",paid,,
in_1Qos9VAFeGZf0UoO9orGpOE4,"20,00",TRUE,eur,cus_LM2qLWeiyUcyH3,2025-02-04 19:51,,"0,00",FALSE,TRUE,2025-02-04 20:51,,,2025-02-04 20:51,2025-02-04 19:50,2025-03-04 19:50,2025-01-04 19:50,2025-02-04 19:50,"0,00",sub_1KkvvRAFeGZf0UoOzQsySaeg,"20,00","0,00",,,,"20,00","20,00",paid,,
in_1Qos0DAFeGZf0UoONefbeP4W,"1,47",TRUE,eur,cus_QW5xExATOkDNPS,2025-02-04 19:41,,"0,00",FALSE,TRUE,2025-02-04 19:41,,,2025-02-04 19:41,2025-02-04 19:41,2025-02-05 9:21,2025-01-05 9:21,2025-02-04 19:41,"0,00",sub_1PkN6ZAFeGZf0UoO289QB3BV,"1,47","0,00",,,,"1,47","1,47",paid,,
